Date,Close_Price,Max_Temp_C,Rainfall_mm,Rolling_Rain_30d
2004-10-13,73.80000305175781,26.7,2.5,59.80000000000001
2004-10-14,73.25,23.4,16.1,75.9
2004-10-15,74.6500015258789,25.7,13.1,89.00000000000001
2004-10-18,73.8499984741211,26.7,0.3,89.30000000000001
2004-10-19,72.94999694824219,25.2,10.4,99.70000000000002
2004-10-20,74.6500015258789,22.7,0.1,99.80000000000001
2004-10-21,75.55000305175781,19.7,0.2,100.00000000000001
2004-10-22,75.0999984741211,23.2,0.3,100.30000000000001
2004-10-25,75.5999984741211,27.5,9.9,110.20000000000002
2004-10-26,75.80000305175781,24.5,9.8,120.00000000000001
2004-10-27,77.9000015258789,27.0,0.4,120.4
2004-10-28,77.69999694824219,25.3,0.0,120.4
2004-10-29,74.4000015258789,25.3,0.0,95.7
2004-11-01,74.19999694824219,28.1,44.7,140.4
2004-11-02,75.69999694824219,26.5,6.1,146.5
2004-11-03,77.1500015258789,28.0,0.6,147.10000000000002
2004-11-04,77.9000015258789,28.4,0.2,147.3
2004-11-05,78.30000305175781,26.7,3.0,150.3
2004-11-08,79.8499984741211,23.0,0.5,150.8
2004-11-09,80.0,23.7,0.0,150.8
2004-11-10,81.3499984741211,27.4,0.0,150.8
2004-11-11,81.44999694824219,28.1,1.8,152.60000000000002
2004-11-12,80.5,25.1,0.7,151.20000000000002
2004-11-15,91.6500015258789,24.6,7.5,146.4
2004-11-16,86.05000305175781,22.5,32.6,179.0
2004-11-17,88.05000305175781,22.5,13.2,191.80000000000004
2004-11-18,88.9000015258789,25.6,7.9,199.70000000000002
2004-11-19,87.25,23.6,15.1,214.80000000000004
2004-11-22,89.3499984741211,24.0,0.0,205.90000000000003
2004-11-23,89.25,25.3,0.0,197.00000000000003
2004-11-24,88.9000015258789,26.3,0.0,194.50000000000003
2004-11-29,94.6500015258789,24.4,21.8,200.20000000000002
2004-11-30,94.44999694824219,25.3,0.7,187.8
2004-12-01,95.69999694824219,24.8,0.9,188.4
2004-12-02,94.9000015258789,23.5,0.3,178.3
2004-12-03,94.9000015258789,20.5,10.3,188.50000000000003
2004-12-06,94.5,26.9,13.1,201.4
2004-12-07,94.5999984741211,26.8,11.4,212.50000000000003
2004-12-08,95.25,26.8,17.5,220.10000000000002
2004-12-09,95.30000305175781,27.1,3.1,213.4
2004-12-10,94.80000305175781,24.8,14.6,227.60000000000002
2004-12-13,91.4000015258789,25.8,0.6,228.20000000000002
2004-12-14,91.69999694824219,27.2,0.0,228.20000000000002
2004-12-15,97.80000305175781,26.2,0.2,183.70000000000002
2004-12-16,98.0,27.3,0.0,177.60000000000002
2004-12-17,102.30000305175781,27.5,0.0,177.00000000000003
2004-12-20,105.0999984741211,24.0,21.5,198.3
2004-12-21,105.05000305175781,21.7,13.5,208.8
2004-12-22,101.25,18.8,14.5,222.8
2004-12-23,105.0999984741211,18.9,34.0,256.8
2004-12-27,104.69999694824219,24.4,1.7,258.5
2004-12-28,105.19999694824219,27.0,0.7,257.4
2004-12-29,107.94999694824219,26.8,0.4,257.1
2004-12-30,103.75,27.3,2.9,252.5
2005-01-03,103.0999984741211,26.1,4.9,224.8
2005-01-04,101.44999694824219,23.0,14.0,225.60000000000002
2005-01-05,98.5,23.1,18.5,236.20000000000002
2005-01-06,96.80000305175781,24.6,11.6,232.70000000000002
2005-01-07,96.25,27.1,12.4,245.10000000000002
2005-01-10,95.5999984741211,28.3,11.4,256.5
2005-01-11,95.6500015258789,26.0,19.9,276.40000000000003
2005-01-12,98.8499984741211,24.5,14.8,269.40000000000003
2005-01-13,101.0999984741211,27.1,0.6,269.3
2005-01-14,100.0999984741211,27.6,0.0,268.4
2005-01-18,104.4000015258789,24.7,34.9,303.0
2005-01-19,104.0999984741211,21.9,23.3,316.0
2005-01-20,102.0,25.3,11.0,313.9
2005-01-21,103.25,26.4,11.1,313.6
2005-01-24,104.6500015258789,27.7,8.7,304.8
2005-01-25,105.75,27.3,8.8,310.5
2005-01-26,105.0999984741211,23.6,23.0,318.90000000000003
2005-01-27,103.19999694824219,22.1,3.6,321.9
2005-01-28,105.30000305175781,21.6,6.7,328.6
2005-01-31,105.3499984741211,26.3,0.2,328.6
2005-02-01,105.80000305175781,26.2,4.0,332.6
2005-02-02,104.9000015258789,22.9,18.2,350.8
2005-02-03,105.30000305175781,26.3,9.0,338.3
2005-02-04,110.5,27.7,12.8,337.6
2005-02-07,112.75,24.6,0.0,323.1
2005-02-08,111.69999694824219,24.5,0.0,289.1
2005-02-09,112.44999694824219,24.2,0.0,287.40000000000003
2005-02-10,113.8499984741211,24.0,0.0,286.7
2005-02-11,113.44999694824219,25.5,0.0,286.3
2005-02-14,112.4000015258789,26.4,0.0,283.40000000000003
2005-02-15,117.80000305175781,26.2,0.0,278.5
2005-02-16,116.8499984741211,26.7,1.0,265.5
2005-02-17,117.05000305175781,27.3,0.2,247.2
2005-02-18,118.05000305175781,27.3,2.2,237.8
2005-02-22,115.0999984741211,28.0,0.0,225.4
2005-02-23,121.55000305175781,29.4,0.0,214.0
2005-02-24,119.19999694824219,29.4,0.0,194.10000000000002
2005-02-25,115.25,29.6,6.6,185.9
2005-02-28,119.1500015258789,26.9,0.5,185.8
2005-03-01,119.05000305175781,28.0,0.4,186.20000000000002
2005-03-02,119.3499984741211,25.9,2.4,153.7
2005-03-03,120.9000015258789,18.9,15.5,145.9
2005-03-04,121.8499984741211,21.0,12.4,147.3
2005-03-07,128.0,26.6,0.0,136.2
2005-03-08,130.64999389648438,27.3,0.3,127.80000000000001
2005-03-09,129.5,27.7,0.1,119.10000000000001
2005-03-10,135.75,27.7,0.9,97.00000000000001
2005-03-11,134.4499969482422,28.5,0.2,93.60000000000001
2005-03-14,132.5,28.0,0.0,86.9
2005-03-15,135.0,25.7,12.1,98.80000000000001
2005-03-16,134.60000610351562,24.1,25.3,120.10000000000001
2005-03-17,135.10000610351562,24.1,22.2,124.10000000000001
2005-03-18,131.60000610351562,23.2,27.3,142.4
2005-03-21,130.64999389648438,24.8,9.2,138.8
2005-03-22,131.35000610351562,25.8,9.7,148.50000000000003
2005-03-23,125.25,26.7,3.7,152.2
2005-03-24,120.9000015258789,25.5,12.7,164.89999999999998
2005-03-28,122.3499984741211,25.3,0.1,165.0
2005-03-29,122.05000305175781,24.5,0.0,165.0
2005-03-30,125.0,25.6,0.3,165.29999999999998
2005-03-31,126.4000015258789,26.3,0.0,165.3
2005-04-01,123.94999694824219,26.4,0.1,164.40000000000003
2005-04-04,123.05000305175781,27.5,0.1,164.3
2005-04-05,126.0999984741211,27.3,3.4,165.5
2005-04-06,124.69999694824219,26.1,1.1,166.60000000000002
2005-04-07,121.94999694824219,26.6,0.2,166.8
2005-04-08,116.8499984741211,27.3,0.1,166.9
2005-04-11,113.5,27.1,0.0,160.3
2005-04-12,114.8499984741211,27.7,0.5,160.3
2005-04-13,114.5999984741211,27.9,0.0,159.9
2005-04-14,111.05000305175781,26.8,0.0,157.5
2005-04-15,112.55000305175781,26.1,0.0,142.0
2005-04-18,111.94999694824219,25.3,0.0,129.6
2005-04-19,118.0,25.2,0.2,129.8
2005-04-20,121.8499984741211,26.0,0.3,129.79999999999998
2005-04-21,119.75,26.8,1.1,130.8
2005-04-22,124.80000305175781,25.5,0.4,130.29999999999998
2005-04-25,124.4000015258789,25.6,0.7,130.8
2005-04-26,129.60000610351562,20.4,2.7,133.5
2005-04-27,130.4499969482422,20.8,0.0,121.4
2005-04-28,128.0,19.7,5.7,101.8
2005-04-29,125.1500015258789,22.7,6.2,85.80000000000001
2005-05-02,120.69999694824219,20.9,0.0,58.50000000000001
2005-05-03,119.0999984741211,21.5,0.0,49.30000000000001
2005-05-04,122.69999694824219,21.3,0.0,39.60000000000001
2005-05-05,120.3499984741211,22.4,0.0,35.900000000000006
2005-05-06,121.9000015258789,21.6,0.0,23.200000000000006
2005-05-09,121.44999694824219,23.0,0.1,23.200000000000006
2005-05-10,119.1500015258789,24.0,0.0,23.200000000000006
2005-05-11,122.1500015258789,25.8,0.0,22.90000000000001
2005-05-12,119.9000015258789,26.1,0.0,22.90000000000001
2005-05-13,119.0,25.3,0.0,22.800000000000008
2005-05-16,113.75,25.4,0.0,22.700000000000006
2005-05-17,115.69999694824219,25.6,0.0,19.300000000000008
2005-05-18,116.05000305175781,26.3,0.0,18.200000000000006
2005-05-19,116.80000305175781,26.2,0.0,18.000000000000007
2005-05-20,117.0,26.4,0.0,17.90000000000001
2005-05-23,118.1500015258789,19.9,10.7,28.60000000000001
2005-05-24,119.6500015258789,24.0,3.1,31.20000000000001
2005-05-25,122.4000015258789,23.2,17.0,48.20000000000001
2005-05-26,123.69999694824219,21.2,0.0,48.20000000000001
2005-05-27,121.9000015258789,21.8,0.0,48.20000000000001
2005-05-31,118.3499984741211,22.3,0.0,48.20000000000001
2005-06-01,118.05000305175781,21.6,0.0,48.00000000000001
2005-06-02,122.0,22.6,0.0,47.70000000000001
2005-06-03,125.55000305175781,22.6,0.3,46.900000000000006
2005-06-06,124.0999984741211,22.1,0.0,46.50000000000001
2005-06-07,125.75,20.3,0.0,45.800000000000004
2005-06-08,121.4000015258789,22.5,0.0,43.10000000000001
2005-06-09,116.4000015258789,22.6,0.0,43.10000000000001
2005-06-10,113.0,21.8,0.0,37.400000000000006
2005-06-13,109.75,23.0,0.0,31.20000000000001
2005-06-14,110.75,23.6,0.0,31.20000000000001
2005-06-15,111.1500015258789,23.8,0.0,31.20000000000001
2005-06-16,109.55000305175781,23.1,0.0,31.20000000000001
2005-06-17,107.5999984741211,23.8,0.0,31.20000000000001
2005-06-20,109.0,21.3,7.2,38.400000000000006
2005-06-21,107.75,18.3,18.9,57.2
2005-06-22,110.80000305175781,18.1,0.0,57.2
2005-06-23,108.4000015258789,19.5,0.0,57.2
2005-06-24,105.44999694824219,20.8,0.0,57.2
2005-06-27,102.69999694824219,21.3,0.0,57.2
2005-06-28,104.30000305175781,22.9,0.6,57.800000000000004
2005-06-29,103.0999984741211,23.9,0.0,57.800000000000004
2005-06-30,104.6500015258789,24.5,0.0,57.800000000000004
2005-07-01,102.0999984741211,23.6,0.0,57.800000000000004
2005-07-05,102.19999694824219,23.6,0.0,57.800000000000004
2005-07-06,104.6500015258789,21.8,0.0,47.10000000000001
2005-07-07,104.5,15.9,3.6,47.60000000000001
2005-07-08,104.1500015258789,18.5,0.0,30.600000000000005
2005-07-11,101.75,18.4,0.3,30.900000000000006
2005-07-12,102.3499984741211,20.5,0.0,30.900000000000006
2005-07-13,102.5,20.5,0.0,30.900000000000006
2005-07-14,106.1500015258789,20.5,0.0,30.900000000000006
2005-07-15,103.25,21.3,0.0,30.900000000000006
2005-07-18,97.8499984741211,22.3,9.1,39.7
2005-07-19,94.1500015258789,16.4,22.9,62.6
2005-07-20,98.44999694824219,16.1,7.2,69.8
2005-07-21,98.9000015258789,20.6,0.0,69.8
2005-07-22,99.44999694824219,22.3,0.0,69.8
2005-07-25,102.0999984741211,23.4,0.3,70.10000000000001
2005-07-26,101.8499984741211,22.3,0.0,70.10000000000001
2005-07-27,99.3499984741211,21.5,0.3,70.4
2005-07-28,101.80000305175781,21.6,0.0,70.4
2005-07-29,103.1500015258789,23.1,0.0,70.4
2005-08-01,102.1500015258789,22.8,0.0,70.4
2005-08-02,106.5999984741211,22.8,0.0,63.199999999999996
2005-08-03,105.75,22.7,0.0,44.3
2005-08-04,106.25,23.3,0.0,44.3
2005-08-05,105.3499984741211,23.3,0.0,44.3
2005-08-08,102.30000305175781,22.8,0.0,44.3
2005-08-09,102.5999984741211,22.5,0.0,44.3
2005-08-10,105.69999694824219,21.5,0.0,43.7
2005-08-11,106.75,23.0,0.0,43.7
2005-08-12,104.9000015258789,24.2,0.0,43.7
2005-08-15,96.1500015258789,25.8,0.0,43.7
2005-08-16,96.9000015258789,25.0,0.0,43.7
2005-08-17,97.75,24.0,0.3,44.00000000000001
2005-08-18,95.30000305175781,24.7,0.0,40.400000000000006
2005-08-19,96.0999984741211,25.7,0.0,40.400000000000006
2005-08-22,96.3499984741211,25.4,0.0,40.1
2005-08-23,98.94999694824219,25.3,0.0,40.1
2005-08-24,96.1500015258789,26.9,0.0,40.1
2005-08-25,93.1500015258789,27.8,0.3,40.4
2005-08-26,91.6500015258789,25.5,1.2,41.6
2005-08-29,92.5999984741211,28.9,0.0,32.50000000000001
2005-08-30,94.5,30.4,0.3,9.900000000000007
2005-08-31,97.75,30.6,0.0,2.700000000000007
2005-09-01,101.94999694824219,29.2,0.5,3.2000000000000073
2005-09-02,100.0,26.0,3.9,7.100000000000007
2005-09-06,97.44999694824219,28.2,7.0,13.800000000000008
2005-09-07,91.5,23.5,1.6,15.400000000000007
2005-09-08,92.69999694824219,21.6,0.1,15.200000000000006
2005-09-09,92.19999694824219,22.6,0.0,15.200000000000006
2005-09-12,89.05000305175781,27.0,0.0,15.200000000000006
2005-09-13,88.6500015258789,24.0,5.6,20.800000000000004
2005-09-14,91.4000015258789,19.4,0.0,20.800000000000004
2005-09-15,89.3499984741211,26.1,0.0,20.800000000000004
2005-09-16,88.19999694824219,27.9,2.5,23.300000000000004
2005-09-19,84.44999694824219,25.7,7.8,31.100000000000005
2005-09-20,91.75,27.2,0.0,31.100000000000005
2005-09-21,90.3499984741211,24.7,0.0,31.100000000000005
2005-09-22,91.30000305175781,24.5,0.3,31.400000000000006
2005-09-23,89.0,25.8,0.2,31.600000000000005
2005-09-26,88.1500015258789,22.7,19.2,50.800000000000004
2005-09-27,88.6500015258789,16.9,14.2,65.0
2005-09-28,93.4000015258789,18.2,0.3,65.3
2005-09-29,92.94999694824219,21.8,0.0,65.0
2005-09-30,93.44999694824219,23.9,0.0,65.0
2005-10-03,92.8499984741211,24.2,0.0,65.0
2005-10-04,92.69999694824219,26.8,0.0,65.0
2005-10-05,93.69999694824219,27.7,0.3,65.30000000000001
2005-10-06,93.5,28.0,12.0,77.30000000000001
2005-10-07,94.8499984741211,25.5,5.1,82.10000000000001
2005-10-10,98.9000015258789,28.1,0.0,80.9
2005-10-11,100.75,28.5,0.0,80.9
2005-10-12,101.30000305175781,29.5,0.0,80.60000000000001
2005-10-13,100.3499984741211,30.5,0.0,80.60000000000001
2005-10-14,99.6500015258789,31.1,0.0,80.10000000000001
2005-10-17,104.0999984741211,31.8,0.0,76.2
2005-10-18,104.6500015258789,30.2,0.0,69.2
2005-10-19,104.05000305175781,23.3,3.1,70.7
2005-10-20,105.69999694824219,24.6,4.5,75.1
2005-10-21,103.44999694824219,28.7,0.0,75.1
2005-10-24,103.1500015258789,27.5,6.1,81.2
2005-10-25,103.69999694824219,28.8,0.2,75.80000000000001
2005-10-26,101.69999694824219,30.6,6.4,82.2
2005-10-27,100.1500015258789,27.5,4.7,86.9
2005-10-28,98.3499984741211,30.6,13.3,97.7
2005-10-31,96.6500015258789,24.5,17.6,107.50000000000001
2005-11-01,97.0999984741211,24.3,1.2,108.70000000000002
2005-11-02,101.05000305175781,21.1,11.0,119.70000000000002
2005-11-03,103.75,24.8,1.7,121.1
2005-11-04,103.9000015258789,25.7,7.7,128.60000000000002
2005-11-07,102.94999694824219,27.1,2.3,111.7
2005-11-08,107.8499984741211,26.1,3.9,101.4
2005-11-09,106.9000015258789,21.9,0.5,101.60000000000001
2005-11-10,106.75,18.0,12.0,113.60000000000001
2005-11-11,106.94999694824219,17.9,0.3,113.9
2005-11-14,99.8499984741211,24.8,0.7,114.60000000000001
2005-11-15,96.5,26.1,0.5,115.10000000000001
2005-11-16,96.55000305175781,26.7,2.2,117.00000000000001
2005-11-17,98.0,27.5,4.2,109.20000000000002
2005-11-18,96.80000305175781,26.0,11.6,115.70000000000002
2005-11-21,99.05000305175781,27.0,0.0,115.70000000000002
2005-11-22,98.6500015258789,26.3,0.1,115.80000000000001
2005-11-23,97.4000015258789,25.9,1.1,116.90000000000002
2005-11-28,96.1500015258789,24.5,0.0,116.9
2005-11-29,95.69999694824219,23.3,0.4,117.3
2005-11-30,93.0,22.4,4.9,122.20000000000002
2005-12-01,92.4000015258789,22.6,6.2,128.4
2005-12-02,90.75,24.2,16.0,141.3
2005-12-05,91.8499984741211,25.3,1.9,138.70000000000002
2005-12-06,92.69999694824219,25.2,22.8,161.5
2005-12-07,92.0,22.5,5.6,161.0
2005-12-08,92.80000305175781,19.7,9.6,170.4
2005-12-09,92.75,22.8,0.1,164.10000000000002
2005-12-12,96.44999694824219,22.2,11.9,171.3
2005-12-13,95.4000015258789,23.8,5.6,163.60000000000002
2005-12-14,93.19999694824219,25.0,6.4,152.4
2005-12-15,94.3499984741211,24.6,1.7,152.9
2005-12-16,94.3499984741211,24.9,2.0,143.9
2005-12-19,98.0999984741211,25.6,4.5,146.70000000000002
2005-12-20,102.4000015258789,28.4,1.3,140.3
2005-12-21,101.19999694824219,27.6,0.8,138.8
2005-12-22,102.80000305175781,25.9,3.7,138.60000000000002
2005-12-23,102.5999984741211,27.6,0.0,138.10000000000002
2005-12-27,106.19999694824219,25.2,3.3,129.4
2005-12-28,107.0,25.0,0.2,129.3
2005-12-29,106.9000015258789,25.9,1.5,130.10000000000002
2005-12-30,107.0999984741211,26.2,5.8,135.4
2006-01-03,108.5999984741211,24.3,7.4,140.6
2006-01-04,110.6500015258789,25.2,10.2,146.6
2006-01-05,117.44999694824219,20.7,30.9,165.9
2006-01-06,119.55000305175781,21.4,23.5,189.4
2006-01-09,120.1500015258789,26.3,0.0,189.3
2006-01-10,119.0999984741211,26.7,0.0,188.2
2006-01-11,117.19999694824219,25.6,0.0,188.2
2006-01-12,117.55000305175781,26.4,0.1,187.9
2006-01-13,119.94999694824219,26.5,0.2,183.20000000000002
2006-01-17,123.80000305175781,28.3,0.0,177.0
2006-01-18,121.5999984741211,27.5,0.2,161.2
2006-01-19,119.4000015258789,27.0,0.0,159.3
2006-01-20,118.4000015258789,28.3,0.0,136.5
2006-01-23,120.44999694824219,29.9,0.0,130.9
2006-01-24,122.4000015258789,31.2,0.0,121.3
2006-01-25,123.05000305175781,32.2,0.0,121.2
2006-01-26,122.8499984741211,31.6,4.3,113.6
2006-01-27,124.30000305175781,29.2,14.1,122.10000000000001
2006-01-30,121.9000015258789,22.9,7.0,122.7
2006-01-31,118.19999694824219,26.4,5.1,126.1
2006-02-01,117.25,26.2,13.1,137.2
2006-02-02,118.0,25.4,16.4,149.1
2006-02-03,117.5999984741211,27.4,0.6,148.4
2006-02-06,113.19999694824219,30.1,0.0,147.6
2006-02-07,114.9000015258789,30.4,0.0,143.9
2006-02-08,113.44999694824219,29.2,0.4,144.3
2006-02-09,113.80000305175781,29.0,4.5,145.5
2006-02-10,115.0999984741211,26.5,14.3,159.60000000000002
2006-02-13,109.44999694824219,26.5,4.2,162.3
2006-02-14,107.55000305175781,26.1,18.5,175.0
2006-02-15,107.80000305175781,26.8,19.3,186.9
2006-02-16,106.0,26.2,6.9,183.6
2006-02-17,109.44999694824219,28.1,1.5,154.2
2006-02-21,111.1500015258789,27.8,7.0,137.7
2006-02-22,109.5,26.6,2.7,140.4
2006-02-23,110.94999694824219,26.5,6.1,146.5
2006-02-24,110.94999694824219,27.0,1.0,147.5
2006-02-27,108.3499984741211,26.3,7.0,154.4
2006-02-28,111.80000305175781,27.7,0.8,155.00000000000003
2006-03-01,112.19999694824219,28.1,1.8,156.8
2006-03-02,110.0999984741211,27.3,1.1,157.7
2006-03-03,112.0999984741211,28.4,0.3,158.0
2006-03-06,109.0,25.0,14.3,172.3
2006-03-07,106.69999694824219,25.7,4.1,176.4
2006-03-08,106.75,27.2,0.4,176.8
2006-03-09,106.8499984741211,27.9,0.1,176.9
2006-03-10,105.69999694824219,28.3,0.6,173.20000000000002
2006-03-13,104.4000015258789,25.6,0.4,159.5
2006-03-14,104.5999984741211,25.4,3.4,155.9
2006-03-15,107.0999984741211,23.6,18.3,169.1
2006-03-16,105.30000305175781,22.9,7.9,163.9
2006-03-17,103.6500015258789,26.8,0.3,147.8
2006-03-20,104.0999984741211,25.3,1.2,148.4
2006-03-21,105.44999694824219,26.7,5.5,153.9
2006-03-22,104.1500015258789,26.8,0.5,154.4
2006-03-23,104.9000015258789,26.8,0.0,154.0
2006-03-24,105.30000305175781,26.6,0.0,149.5
2006-03-27,105.94999694824219,25.1,0.0,135.20000000000002
2006-03-28,105.55000305175781,26.3,0.0,131.0
2006-03-29,104.3499984741211,26.6,1.6,114.10000000000001
2006-03-30,108.5999984741211,25.5,7.9,102.7
2006-03-31,107.0,25.2,0.9,96.70000000000002
2006-04-03,109.44999694824219,24.7,0.2,95.40000000000002
2006-04-04,107.05000305175781,23.7,0.0,88.40000000000002
2006-04-05,108.05000305175781,24.4,0.0,85.70000000000002
2006-04-06,108.8499984741211,24.8,2.4,82.0
2006-04-07,108.3499984741211,23.9,1.9,82.9
2006-04-10,108.1500015258789,25.2,1.6,77.5
2006-04-11,104.75,25.5,0.2,76.9
2006-04-12,104.69999694824219,25.6,0.0,75.10000000000001
2006-04-13,105.25,26.6,0.0,74.00000000000001
2006-04-17,106.6500015258789,23.5,0.7,74.4
2006-04-18,109.19999694824219,19.4,1.5,61.6
2006-04-19,110.0999984741211,20.1,0.0,57.5
2006-04-20,112.9000015258789,21.6,0.0,57.1
2006-04-21,112.0,23.0,0.0,57.0
2006-04-24,111.3499984741211,26.2,0.0,56.400000000000006
2006-04-25,106.69999694824219,24.5,0.0,56.0
2006-04-26,109.0,24.9,0.0,52.6
2006-04-27,105.5,24.4,0.0,34.300000000000004
2006-04-28,107.19999694824219,23.9,0.1,26.500000000000007
2006-05-01,107.0999984741211,25.2,0.0,26.200000000000006
2006-05-02,110.3499984741211,25.8,0.0,25.000000000000007
2006-05-03,108.8499984741211,24.2,0.0,19.500000000000007
2006-05-04,107.1500015258789,22.4,0.0,19.000000000000007
2006-05-05,106.5,22.7,0.0,19.000000000000007
2006-05-08,105.75,20.4,3.4,22.40000000000001
2006-05-09,107.05000305175781,21.7,0.5,22.900000000000006
2006-05-10,107.19999694824219,21.2,12.0,34.900000000000006
2006-05-11,102.69999694824219,20.8,0.0,33.300000000000004
2006-05-12,101.80000305175781,21.4,0.0,25.400000000000006
2006-05-15,99.5999984741211,21.7,0.0,24.500000000000007
2006-05-16,100.8499984741211,20.9,0.0,24.300000000000008
2006-05-17,98.25,21.1,0.0,24.300000000000008
2006-05-18,99.6500015258789,21.2,0.0,24.300000000000008
2006-05-19,100.6500015258789,21.6,0.0,21.900000000000006
2006-05-22,99.5999984741211,21.1,6.8,26.800000000000008
2006-05-23,101.4000015258789,19.0,15.1,40.30000000000001
2006-05-24,99.80000305175781,19.2,1.3,41.400000000000006
2006-05-25,98.6500015258789,19.1,0.0,41.400000000000006
2006-05-26,98.0999984741211,21.6,0.0,41.400000000000006
2006-05-30,98.75,23.8,0.0,40.70000000000001
2006-05-31,98.94999694824219,24.1,0.0,39.20000000000001
2006-06-01,99.94999694824219,24.3,0.0,39.20000000000001
2006-06-02,101.25,21.6,0.0,39.20000000000001
2006-06-05,98.44999694824219,20.6,0.0,39.20000000000001
2006-06-06,96.0999984741211,22.0,0.0,39.20000000000001
2006-06-07,96.0,21.6,0.0,39.20000000000001
2006-06-08,96.44999694824219,21.5,0.0,39.20000000000001
2006-06-09,95.9000015258789,21.5,0.0,39.20000000000001
2006-06-12,95.6500015258789,21.9,0.0,39.10000000000001
2006-06-13,95.30000305175781,21.3,0.0,39.10000000000001
2006-06-14,96.05000305175781,21.3,0.0,39.10000000000001
2006-06-15,96.55000305175781,22.2,0.0,39.10000000000001
2006-06-16,95.25,22.1,0.0,39.10000000000001
2006-06-19,94.94999694824219,20.6,0.0,39.10000000000001
2006-06-20,95.44999694824219,20.8,0.0,35.70000000000001
2006-06-21,95.0999984741211,21.3,0.0,35.20000000000001
2006-06-22,95.69999694824219,22.9,0.0,23.200000000000006
2006-06-23,95.30000305175781,21.4,0.9,24.100000000000005
2006-06-26,94.5999984741211,22.4,5.1,29.200000000000006
2006-06-27,95.3499984741211,21.6,0.8,30.000000000000007
2006-06-28,97.69999694824219,19.2,0.0,30.000000000000007
2006-06-29,97.5,19.0,0.6,30.600000000000005
2006-06-30,99.5,20.3,1.7,32.300000000000004
2006-07-03,102.0,20.2,0.4,32.7
2006-07-05,101.8499984741211,22.4,0.0,25.900000000000006
2006-07-06,101.30000305175781,22.6,0.0,10.800000000000008
2006-07-07,98.4000015258789,22.7,0.0,9.500000000000007
2006-07-10,99.0999984741211,25.8,0.0,9.500000000000007
2006-07-11,98.3499984741211,25.0,0.0,9.500000000000007
2006-07-12,98.55000305175781,23.7,0.0,9.500000000000007
2006-07-13,99.3499984741211,22.7,0.0,9.500000000000007
2006-07-14,97.0,22.6,0.0,9.500000000000007
2006-07-17,95.75,21.0,0.0,9.500000000000007
2006-07-18,96.0999984741211,21.8,0.0,9.500000000000007
2006-07-19,95.9000015258789,23.1,0.0,9.500000000000007
2006-07-20,95.80000305175781,23.6,0.0,9.500000000000007
2006-07-21,95.5999984741211,24.4,0.0,9.500000000000007
2006-07-24,94.05000305175781,24.7,0.0,9.500000000000007
2006-07-25,95.0999984741211,25.3,0.0,9.500000000000007
2006-07-26,95.5,25.4,0.0,9.500000000000007
2006-07-27,96.80000305175781,25.7,0.0,9.500000000000007
2006-07-28,99.4000015258789,27.3,0.0,9.500000000000007
2006-07-31,99.3499984741211,18.5,0.1,9.600000000000007
2006-08-01,98.30000305175781,23.1,3.5,13.100000000000007
2006-08-02,103.69999694824219,22.0,0.0,13.100000000000007
2006-08-03,105.8499984741211,21.1,0.3,13.400000000000006
2006-08-04,105.44999694824219,22.5,0.0,13.400000000000006
2006-08-07,107.1500015258789,25.9,0.0,12.500000000000007
2006-08-08,107.0999984741211,25.1,0.0,7.4000000000000075
2006-08-09,107.6500015258789,24.6,0.0,6.600000000000008
2006-08-10,105.55000305175781,26.5,0.0,6.600000000000008
2006-08-11,104.30000305175781,26.5,0.0,6.000000000000007
2006-08-14,100.75,25.6,0.0,4.300000000000008
2006-08-15,102.8499984741211,27.1,0.0,3.900000000000007
2006-08-16,104.6500015258789,27.6,0.0,3.900000000000007
2006-08-17,103.55000305175781,29.1,0.0,3.900000000000007
2006-08-18,103.25,27.0,0.0,3.900000000000007
2006-08-21,107.0,23.5,0.0,3.900000000000007
2006-08-22,108.19999694824219,22.6,0.0,3.900000000000007
2006-08-23,107.3499984741211,25.1,0.0,3.900000000000007
2006-08-24,107.05000305175781,26.8,0.0,3.900000000000007
2006-08-25,106.19999694824219,26.0,0.0,3.900000000000007
2006-08-28,103.19999694824219,23.3,4.0,7.9000000000000075
2006-08-29,103.30000305175781,23.4,0.0,7.9000000000000075
2006-08-30,103.3499984741211,22.0,0.0,7.9000000000000075
2006-08-31,104.0,24.1,0.0,7.9000000000000075
2006-09-01,103.4000015258789,27.3,3.1,11.000000000000007
2006-09-05,106.44999694824219,17.6,0.0,11.000000000000007
2006-09-06,106.25,18.6,0.0,11.000000000000007
2006-09-07,103.5,18.8,0.0,11.000000000000007
2006-09-08,102.44999694824219,21.9,0.0,11.000000000000007
2006-09-11,100.25,26.8,0.0,11.000000000000007
2006-09-12,100.0999984741211,26.9,0.0,10.900000000000007
2006-09-13,100.5,28.0,0.0,7.4000000000000075
2006-09-14,99.94999694824219,28.2,0.0,7.4000000000000075
2006-09-15,98.6500015258789,29.8,0.0,7.100000000000007
2006-09-18,99.19999694824219,23.8,3.0,10.100000000000007
2006-09-19,100.44999694824219,24.9,0.0,10.100000000000007
2006-09-20,101.94999694824219,27.1,3.8,13.900000000000007
2006-09-21,103.55000305175781,24.1,4.8,18.700000000000006
2006-09-22,104.44999694824219,25.7,1.0,19.700000000000006
2006-09-25,106.6500015258789,24.7,0.0,19.700000000000006
2006-09-26,106.9000015258789,22.0,0.0,19.700000000000006
